Experiment,Location,Treatment,Session,Pair,Subject,Role,x_C,x_NC,x_actual,Payoff,,,,
PSZ5,LabJena,C10,PSZ5_C10_2,8,PSZ5_C10_2_16,Agent,10,10,10,110,,,,
PSZ5,LabJena,C10,PSZ5_C10_2,9,PSZ5_C10_2_18,Agent,40,40,40,80,,,,
PSZ5,LabJena,C10,PSZ5_C10_2,10,PSZ5_C10_2_20,Agent,10,0,0,120,,,,
PSZ5,LabJena,C10,PSZ5_C10_2,11,PSZ5_C10_2_22,Agent,10,20,10,110,,,,
PSZ5,LabJena,C10,PSZ5_C10_2,12,PSZ5_C10_2_24,Agent,40,40,40,80,,,,
PSZ5,LabJena,C10,PSZ5_C10_2,13,PSZ5_C10_2_26,Agent,10,0,0,120,,,,
PSZ5,LabJena,C10,PSZ5_C10_2,14,PSZ5_C10_2_28,Agent,20,20,20,100,,,,
BHL1,Umass,C10,140429_0920,4,1,Principal,40,40,40,80,,,,
BHL1,Umass,C10,140429_0920,9,2,Principal,20,40,20,40,,,,
BHL1,Umass,C10,140429_0920,6,3,Principal,10,0,0,0,,,,
BHL1,Umass,C10,140429_0920,10,4,Agent,10,10,10,110,,,,
BHL1,Umass,C10,140429_0920,1,5,Principal,11,11,11,22,,,,
BHL1,Umass,C10,140429_0920,8,6,Agent,20,20,20,100,,,,
BHL1,Umass,C10,140429_0920,5,7,Agent,10,0,10,110,,,,
BHL1,Umass,C10,140429_0920,3,8,Agent,10,10,10,110,,,,
BHL1,Umass,C10,140429_0920,2,9,Principal,10,0,10,20,,,,
BHL1,Umass,C10,140429_0920,1,10,Agent,11,11,11,109,,,,
BHL1,Umass,C10,140429_0920,5,11,Principal,10,0,10,20,,,,
BHL1,Umass,C10,140429_0920,7,12,Agent,18,17,18,102,,,,
BHL1,Umass,C10,140429_0920,8,13,Principal,20,20,20,40,,,,
BHL1,Umass,C10,140429_0920,4,14,Agent,40,40,40,80,,,,
BHL1,Umass,C10,140429_0920,2,15,Agent,10,0,10,110,,,,
BHL1,Umass,C10,140429_0920,6,16,Agent,10,0,0,120,,,,
BHL1,Umass,C10,140429_0920,3,17,Principal,10,10,10,20,,,,
BHL1,Umass,C10,140429_0920,9,18,Agent,20,40,20,100,,,,
BHL1,Umass,C10,140429_0920,7,19,Principal,18,17,18,36,,,,
BHL1,Umass,C10,140429_0920,10,20,Principal,10,10,10,20,,,,
BHL1,Umass,C10,140429_1147,5,1,Principal,10,50,10,20,,,,
BHL1,Umass,C10,140429_1147,4,2,Principal,20,40,40,80,,,,
BHL1,Umass,C10,140429_1147,1,3,Agent,40,40,40,80,,,,
BHL1,Umass,C10,140429_1147,3,4,Agent,10,0,10,110,,,,
BHL1,Umass,C10,140429_1147,7,5,Agent,10,10,10,110,,,,
BHL1,Umass,C10,140429_1147,4,6,Agent,20,40,40,80,,,,
BHL1,Umass,C10,140429_1147,6,7,Principal,20,35,35,70,,,,
BHL1,Umass,C10,140429_1147,5,8,Agent,10,50,10,110,,,,
BHL1,Umass,C10,140429_1147,2,9,Agent,10,0,10,110,,,,
BHL1,Umass,C10,140429_1147,9,10,Agent,10,0,10,110,,,,
BHL1,Umass,C10,140429_1147,7,11,Principal,10,10,10,20,,,,
BHL1,Umass,C10,140429_1147,6,12,Agent,20,35,35,85,,,,
BHL1,Umass,C10,140429_1147,8,13,Agent,25,10,25,95,,,,
BHL1,Umass,C10,140429_1147,9,14,Principal,10,0,10,20,,,,
BHL1,Umass,C10,140429_1147,3,15,Principal,10,0,10,20,,,,
BHL1,Umass,C10,140429_1147,2,16,Principal,10,0,10,20,,,,
BHL1,Umass,C10,140429_1147,1,17,Principal,40,40,40,80,,,,
BHL1,Umass,C10,140429_1147,8,18,Principal,25,10,25,50,,,,
BHL1,Umass,C10,140501_0927,5,1,Agent,20,40,20,100,,,,
BHL1,Umass,C10,140501_0927,1,2,Principal,15,20,15,30,,,,
BHL1,Umass,C10,140501_0927,6,3,Principal,10,40,10,20,,,,
BHL1,Umass,C10,140501_0927,4,4,Principal,10,20,20,40,,,,
BHL1,Umass,C10,140501_0927,4,5,Agent,10,20,20,100,,,,
BHL1,Umass,C10,140501_0927,1,6,Agent,15,20,15,105,,,,
BHL1,Umass,C10,140501_0927,3,7,Principal,35,40,40,80,,,,
BHL1,Umass,C10,140501_0927,2,8,Agent,20,40,40,80,,,,
BHL1,Umass,C10,140501_0927,5,9,Principal,20,40,20,40,,,,
BHL1,Umass,C10,140501_0927,7,10,Agent,10,0,10,110,,,,
BHL1,Umass,C10,140501_0927,6,11,Agent,10,40,10,110,,,,
BHL1,Umass,C10,140501_0927,2,12,Principal,20,40,40,80,,,,
BHL1,Umass,C10,140501_0927,3,13,Agent,35,40,40,80,,,,
BHL1,Umass,C10,140501_0927,7,14,Principal,10,0,10,20,,,,
BHL1,Umass,C10,150401_1409,5,1,Agent,10,0,0,120,,,,
BHL1,Umass,C10,150401_1409,3,2,Agent,40,50,40,80,,,,
BHL1,Umass,C10,150401_1409,10,3,Principal,30,40,30,60,,,,
BHL1,Umass,C10,150401_1409,7,4,Agent,10,0,10,110,,,,
BHL1,Umass,C10,150401_1409,10,5,Agent,30,40,30,90,,,,
BHL1,Umass,C10,150401_1409,9,6,Agent,20,30,30,90,,,,
BHL1,Umass,C10,150401_1409,11,7,Agent,60,60,60,60,,,,
BHL1,Umass,C10,150401_1409,12,8,Principal,10,0,0,0,,,,
BHL1,Umass,C10,150401_1409,3,9,Principal,40,50,40,80,,,,
BHL1,Umass,C10,150401_1409,2,10,Agent,10,0,0,120,,,,
BHL1,Umass,C10,150401_1409,5,11,Principal,10,0,0,0,,,,
BHL1,Umass,C10,150401_1409,11,12,Principal,60,60,60,120,,,,
BHL1,Umass,C10,150401_1409,1,13,Principal,10,40,10,20,,,,
BHL1,Umass,C10,150401_1409,12,14,Agent,10,0,0,120,,,,
BHL1,Umass,C10,150401_1409,1,15,Agent,10,40,10,110,,,,
BHL1,Umass,C10,150401_1409,6,16,Agent,10,14,10,110,,,,
BHL1,Umass,C10,150401_1409,8,17,Agent,10,40,40,80,,,,
BHL1,Umass,C10,150401_1409,9,18,Principal,20,30,30,60,,,,
BHL1,Umass,C10,150401_1409,6,19,Principal,10,14,10,20,,,,
BHL1,Umass,C10,150401_1409,7,20,Principal,10,0,10,20,,,,
BHL1,Umass,C10,150401_1409,8,21,Principal,10,40,40,80,,,,
BHL1,Umass,C10,150401_1409,4,22,Principal,10,0,10,20,,,,
BHL1,Umass,C10,150401_1409,2,23,Principal,10,0,0,0,,,,
BHL1,Umass,C10,150401_1409,4,24,Agent,10,0,10,110,,,,
BHL2,Umass,TP10,140425_1519,1,1,Principal,10,0,10,20,,,,
BHL2,Umass,TP10,140425_1519,3,2,Third Party,40,40,-1,0,,,,
BHL2,Umass,TP10,140425_1519,3,3,Agent,40,40,40,80,,,,
BHL2,Umass,TP10,140425_1519,5,4,Principal,15,17,17,34,,,,
BHL2,Umass,TP10,140425_1519,2,5,Agent,10,3,10,110,,,,
BHL2,Umass,TP10,140425_1519,4,6,Agent,10,0,0,120,,,,
BHL2,Umass,TP10,140425_1519,5,7,Agent,15,17,17,103,,,,
BHL2,Umass,TP10,140425_1519,5,8,Third Party,15,17,-1,0,,,,
BHL2,Umass,TP10,140425_1519,4,9,Principal,10,0,0,0,,,,
BHL2,Umass,TP10,140425_1519,2,10,Principal,10,3,10,20,,,,
BHL2,Umass,TP10,140425_1519,1,11,Agent,10,0,10,110,,,,
BHL2,Umass,TP10,140425_1519,2,12,Third Party,10,3,-1,0,,,,
BHL2,Umass,TP10,140425_1519,1,13,Third Party,10,0,-1,0,,,,
BHL2,Umass,TP10,140425_1519,4,14,Third Party,10,0,-1,0,,,,
BHL2,Umass,TP10,140425_1519,3,15,Principal,40,40,40,80,,,,
BHL2,Umass,TP10,140425_1709,2,1,Principal,40,40,40,80,,,,
BHL2,Umass,TP10,140425_1709,1,2,Principal,12,12,12,24,,,,
BHL2,Umass,TP10,140425_1709,7,3,Agent,40,40,40,80,,,,
BHL2,Umass,TP10,140425_1709,1,4,Agent,12,12,12,108,,,,
BHL2,Umass,TP10,140425_1709,2,5,Agent,40,40,40,80,,,,
BHL2,Umass,TP10,140425_1709,6,6,Principal,20,9,20,40,,,,
BHL2,Umass,TP10,140425_1709,6,7,Third Party,20,9,-1,0,,,,
BHL2,Umass,TP10,140425_1709,5,8,Third Party,10,0,-1,0,,,,
BHL2,Umass,TP10,140425_1709,4,9,Agent,10,0,10,110,,,,
BHL2,Umass,TP10,140425_1709,1,10,Third Party,12,12,-1,0,,,,
BHL2,Umass,TP10,140425_1709,2,11,Third Party,40,40,-1,0,,,,
BHL2,Umass,TP10,140425_1709,4,12,Principal,10,0,10,20,,,,
BHL2,Umass,TP10,140425_1709,7,13,Principal,40,40,40,80,,,,
BHL2,Umass,TP10,140425_1709,5,14,Agent,10,0,10,110,,,,
BHL2,Umass,TP10,140425_1709,6,15,Agent,20,9,20,100,,,,
BHL2,Umass,TP10,140425_1709,3,16,Third Party,10,0,-1,0,,,,
BHL2,Umass,TP10,140425_1709,5,17,Principal,10,0,10,20,,,,
BHL2,Umass,TP10,140425_1709,3,18,Principal,10,0,10,20,,,,
BHL2,Umass,TP10,140425_1709,7,19,Third Party,40,40,-1,0,,,,
BHL2,Umass,TP10,140425_1709,4,20,Third Party,10,0,-1,0,,,,
BHL2,Umass,TP10,140425_1709,3,21,Agent,10,0,10,110,,,,
BHL2,Umass,TP10,140501_1052,4,1,Third Party,15,1,-1,0,,,,
BHL2,Umass,TP10,140501_1052,6,2,Principal,40,40,40,80,,,,
BHL2,Umass,TP10,140501_1052,3,3,Agent,10,5,10,110,,,,
BHL2,Umass,TP10,140501_1052,1,4,Principal,10,0,10,20,,,,
BHL2,Umass,TP10,140501_1052,3,5,Third Party,10,5,-1,0,,,,
BHL2,Umass,TP10,140501_1052,4,6,Agent,15,1,15,105,,,,
BHL2,Umass,TP10,140501_1052,2,7,Principal,40,40,40,80,,,,
BHL2,Umass,TP10,140501_1052,1,8,Third Party,10,0,-1,0,,,,
BHL2,Umass,TP10,140501_1052,6,9,Third Party,40,40,-1,0,,,,
BHL2,Umass,TP10,140501_1052,2,10,Agent,40,40,40,80,,,,
BHL2,Umass,TP10,140501_1052,2,11,Third Party,40,40,-1,0,,,,
BHL2,Umass,TP10,140501_1052,5,12,Third Party,12,10,-1,0,,,,
BHL2,Umass,TP10,140501_1052,3,13,Principal,10,5,10,20,,,,
BHL2,Umass,TP10,140501_1052,1,14,Agent,10,0,10,110,,,,
BHL2,Umass,TP10,140501_1052,5,15,Principal,12,10,12,24,,,,
BHL2,Umass,TP10,140501_1052,4,16,Principal,15,1,15,30,,,,
BHL2,Umass,TP10,140501_1052,5,17,Agent,12,10,12,108,,,,
BHL2,Umass,TP10,140501_1052,6,18,Agent,40,40,40,80,,,,
BHL2,Umass,TP10,140501_1213,4,1,Principal,10,0,10,20,,,,
BHL2,Umass,TP10,140501_1213,6,2,Principal,10,0,10,20,,,,
BHL2,Umass,TP10,140501_1213,4,3,Agent,10,0,10,110,,,,
BHL2,Umass,TP10,140501_1213,2,4,Third Party,40,40,-1,0,,,,
BHL2,Umass,TP10,140501_1213,5,5,Agent,10,10,10,110,,,,
BHL2,Umass,TP10,140501_1213,3,6,Principal,10,0,10,20,,,,
BHL2,Umass,TP10,140501_1213,3,7,Third Party,10,0,-1,0,,,,
BHL2,Umass,TP10,140501_1213,1,8,Third Party,10,0,-1,0,,,,
BHL2,Umass,TP10,140501_1213,5,9,Principal,10,10,10,20,,,,
BHL2,Umass,TP10,140501_1213,6,10,Third Party,10,0,-1,0,,,,
BHL2,Umass,TP10,140501_1213,4,11,Third Party,10,0,-1,0,,,,
BHL2,Umass,TP10,140501_1213,3,12,Agent,10,0,10,110,,,,
BHL2,Umass,TP10,140501_1213,1,13,Agent,10,0,10,110,,,,
BHL2,Umass,TP10,140501_1213,5,14,Third Party,10,10,-1,0,,,,
BHL2,Umass,TP10,140501_1213,1,15,Principal,10,0,10,20,,,,
BHL2,Umass,TP10,140501_1213,6,16,Agent,10,0,10,110,,,,
BHL2,Umass,TP10,140501_1213,2,17,Principal,40,40,40,80,,,,
BHL2,Umass,TP10,140501_1213,2,18,Agent,40,40,40,80,,,,
BHL2,Umass,TP10,150401_1456,1,1,Third Party,10,0,-1,0,,,,
BHL2,Umass,TP10,150401_1456,1,2,Principal,10,0,0,0,,,,
BHL2,Umass,TP10,150401_1456,2,3,Third Party,10,0,-1,0,,,,
BHL2,Umass,TP10,150401_1456,8,4,Third Party,10,0,-1,0,,,,
BHL2,Umass,TP10,150401_1456,4,5,Agent,20,20,20,100,,,,
BHL2,Umass,TP10,150401_1456,8,6,Agent,10,0,10,110,,,,
BHL2,Umass,TP10,150401_1456,3,7,Principal,10,10,10,20,,,,
BHL2,Umass,TP10,150401_1456,4,8,Principal,20,20,20,40,,,,
BHL2,Umass,TP10,150401_1456,2,9,Principal,10,0,0,0,,,,
BHL2,Umass,TP10,150401_1456,6,10,Principal,30,30,30,60,,,,
BHL2,Umass,TP10,150401_1456,6,11,Third Party,30,30,-1,0,,,,
BHL2,Umass,TP10,150401_1456,4,12,Third Party,20,20,-1,0,,,,
BHL2,Umass,TP10,150401_1456,3,13,Third Party,10,10,-1,0,,,,
BHL2,Umass,TP10,150401_1456,3,14,Agent,10,10,10,110,,,,
BHL2,Umass,TP10,150401_1456,6,15,Agent,30,30,30,90,,,,
BHL2,Umass,TP10,150401_1456,7,16,Third Party,10,0,-1,0,,,,
BHL2,Umass,TP10,150401_1456,7,17,Principal,10,0,0,0,,,,
BHL2,Umass,TP10,150401_1456,5,18,Agent,10,0,10,110,,,,
BHL2,Umass,TP10,150401_1456,8,19,Principal,10,0,10,20,,,,
BHL2,Umass,TP10,150401_1456,5,20,Principal,10,0,10,20,,,,
BHL2,Umass,TP10,150401_1456,7,21,Agent,10,0,0,120,,,,
BHL2,Umass,TP10,150401_1456,2,22,Agent,10,0,0,120,,,,
BHL2,Umass,TP10,150401_1456,5,23,Third Party,10,0,-1,0,,,,
BHL2,Umass,TP10,150401_1456,1,24,Agent,10,0,0,120,,,,
BHL2,Umass,TP10,150406_1046,3,1,Agent,10,0,0,120,,,,
BHL2,Umass,TP10,150406_1046,6,2,Agent,25,30,25,95,,,,
BHL2,Umass,TP10,150406_1046,7,3,Principal,10,0,10,20,,,,
BHL2,Umass,TP10,150406_1046,1,4,Agent,15,5,15,105,,,,
BHL2,Umass,TP10,150406_1046,4,5,Third Party,10,0,-1,0,,,,
BHL2,Umass,TP10,150406_1046,4,6,Agent,10,0,0,120,,,,
BHL2,Umass,TP10,150406_1046,5,7,Agent,10,0,0,120,,,,
BHL2,Umass,TP10,150406_1046,7,8,Agent,10,0,10,110,,,,
BHL2,Umass,TP10,150406_1046,6,9,Third Party,25,30,-1,0,,,,
BHL2,Umass,TP10,150406_1046,3,10,Third Party,10,0,-1,0,,,,
BHL2,Umass,TP10,150406_1046,7,11,Third Party,10,0,-1,0,,,,
BHL2,Umass,TP10,150406_1046,5,12,Principal,10,0,0,0,,,,
BHL2,Umass,TP10,150406_1046,2,13,Principal,10,0,10,20,,,,
BHL2,Umass,TP10,150406_1046,5,14,Third Party,10,0,-1,0,,,,
BHL2,Umass,TP10,150406_1046,6,15,Principal,25,30,25,50,,,,
BHL2,Umass,TP10,150406_1046,1,16,Principal,15,5,15,30,,,,
BHL2,Umass,TP10,150406_1046,3,17,Principal,10,0,0,0,,,,
BHL2,Umass,TP10,150406_1046,2,18,Third Party,10,0,-1,0,,,,
BHL2,Umass,TP10,150406_1046,2,19,Agent,10,0,10,110,,,,
BHL2,Umass,TP10,150406_1046,1,20,Third Party,15,5,-1,0,,,,
BHL2,Umass,TP10,150406_1046,4,21,Principal,10,0,0,0,,,,
BHL2,Umass,TP10,150413_1027,7,1,Third Party,40,40,-1,0,,,,
BHL2,Umass,TP10,150413_1027,5,2,Agent,20,20,20,100,,,,
BHL2,Umass,TP10,150413_1027,6,3,Agent,30,30,30,90,,,,
BHL2,Umass,TP10,150413_1027,7,4,Principal,40,40,40,80,,,,
BHL2,Umass,TP10,150413_1027,2,5,Third Party,30,30,-1,0,,,,
BHL2,Umass,TP10,150413_1027,5,6,Principal,20,20,20,40,,,,
BHL2,Umass,TP10,150413_1027,1,7,Agent,10,10,10,110,,,,
BHL2,Umass,TP10,150413_1027,4,8,Principal,40,40,40,80,,,,
BHL2,Umass,TP10,150413_1027,4,9,Third Party,40,40,-1,0,,,,
BHL2,Umass,TP10,150413_1027,6,10,Third Party,30,30,-1,0,,,,
BHL2,Umass,TP10,150413_1027,6,11,Principal,30,30,30,60,,,,
BHL2,Umass,TP10,150413_1027,7,12,Agent,40,40,40,80,,,,
BHL2,Umass,TP10,150413_1027,1,13,Principal,10,10,10,20,,,,
BHL2,Umass,TP10,150413_1027,3,14,Third Party,10,10,-1,0,,,,
BHL2,Umass,TP10,150413_1027,2,15,Principal,30,30,30,60,,,,
BHL2,Umass,TP10,150413_1027,3,16,Agent,10,10,10,110,,,,
BHL2,Umass,TP10,150413_1027,4,17,Agent,40,40,40,80,,,,
BHL2,Umass,TP10,150413_1027,1,18,Third Party,10,10,-1,0,,,,
BHL2,Umass,TP10,150413_1027,5,19,Third Party,20,20,-1,0,,,,
BHL2,Umass,TP10,150413_1027,3,20,Principal,10,10,10,20,,,,
BHL2,Umass,TP10,150413_1027,2,21,Agent,30,30,30,90,,,,
BHL2,Umass,TP10,150413_1152,5,1,Principal,30,30,30,60,,,,
BHL2,Umass,TP10,150413_1152,1,2,Agent,40,40,40,80,,,,
BHL2,Umass,TP10,150413_1152,2,3,Principal,10,10,10,20,,,,
BHL2,Umass,TP10,150413_1152,3,4,Third Party,20,20,-1,0,,,,
BHL2,Umass,TP10,150413_1152,1,5,Third Party,40,40,-1,0,,,,
BHL2,Umass,TP10,150413_1152,4,6,Agent,10,0,10,110,,,,
BHL2,Umass,TP10,150413_1152,7,7,Third Party,10,0,-1,0,,,,
BHL2,Umass,TP10,150413_1152,5,8,Third Party,30,30,-1,0,,,,
BHL2,Umass,TP10,150413_1152,2,9,Agent,10,10,10,110,,,,
BHL2,Umass,TP10,150413_1152,3,10,Agent,20,20,20,100,,,,
BHL2,Umass,TP10,150413_1152,7,11,Agent,10,0,10,110,,,,
BHL2,Umass,TP10,150413_1152,5,12,Agent,30,30,30,90,,,,
BHL2,Umass,TP10,150413_1152,6,13,Third Party,10,0,-1,0,,,,
BHL2,Umass,TP10,150413_1152,4,14,Third Party,10,0,-1,0,,,,
BHL2,Umass,TP10,150413_1152,2,15,Third Party,10,10,-1,0,,,,
BHL2,Umass,TP10,150413_1152,6,16,Agent,10,0,10,110,,,,
BHL2,Umass,TP10,150413_1152,1,17,Principal,40,40,40,80,,,,
BHL2,Umass,TP10,150413_1152,3,18,Principal,20,20,20,40,,,,
BHL2,Umass,TP10,150413_1152,7,19,Principal,10,0,10,20,,,,
BHL2,Umass,TP10,150413_1152,4,20,Principal,10,0,10,20,,,,
BHL2,Umass,TP10,150413_1152,6,21,Principal,10,0,10,20,,,,
